SCER_GENE;SPAR_GENE;SGD;SGD_SYSTEMATIC_ID;STANDARD_NAME;SCER_MAPPABLE_BASES;SPAR_MAPPABLE_BASES;HYBRID_SCER_MRNA_REP1_TOTCOV;HYBRID_SCER_MRNA_REP2_TOTCOV;HYBRID_SPAR_MRNA_REP1_TOTCOV;HYBRID_SPAR_MRNA_REP2_TOTCOV;HYBRID_MRNA_REP1_RAT;HYBRID_MRNA_REP2_RAT;PARENTAL_SCER_MRNA_REP1_TOTCOV;PARENTAL_SCER_MRNA_REP2_TOTCOV;PARENTAL_SPAR_MRNA_REP1_TOTCOV;PARENTAL_SPAR_MRNA_REP2_TOTCOV;PARENTAL_MRNA_REP1_RAT;PARENTAL_MRNA_REP2_RAT;HYBRID_SCER_RIBO_REP1_TOTCOV;HYBRID_SCER_RIBO_REP2_TOTCOV;HYBRID_SPAR_RIBO_REP1_TOTCOV;HYBRID_SPAR_RIBO_REP2_TOTCOV;HYBRID_RIBO_REP1_RAT;HYBRID_RIBO_REP2_RAT;PARENTAL_SCER_RIBO_REP1_TOTCOV;PARENTAL_SCER_RIBO_REP2_TOTCOV;PARENTAL_SPAR_RIBO_REP1_TOTCOV;PARENTAL_SPAR_RIBO_REP2_TOTCOV;PARENTAL_RIBO_REP1_RAT;PARENTAL_RIBO_REP2_RAT;MRNA_CIS_TEST;TRANSL_CIS_TEST;PARENTAL_TEST;MRNA_CIS_MAX_P;MRNA_CIS_DIR;MRNA_CIS_NO_TEST;TRANSL_CIS_MAX_P;TRANSL_CIS_DIR;TRANSL_CIS_NO_TEST;MRNA_TRANS_MAX_P;MRNA_TRANS_DIR;MRNA_TRANS_NO_TEST;TRANSL_TRANS_MAX_P;TRANSL_TRANS_DIR;TRANSL_TRANS_NO_TEST;MRNA_CIS_FDR_ADJ_P;TRANSL_CIS_FDR_ADJ_P;MRNA_TRANS_FDR_ADJ_P;TRANSL_TRANS_FDR_ADJ_P;MRNA_CIS_SCER;MRNA_CIS_SPAR;TRANSL_CIS_SCER;TRANSL_CIS_SPAR;MRNA_TRANS_SCER;MRNA_TRANS_SPAR;TRANSL_TRANS_SCER;TRANSL_TRANS_SPAR;HYBRID_SCER_MRNA_REP1_RPKM;HYBRID_SCER_MRNA_REP2_RPKM;HYBRID_SPAR_MRNA_REP1_RPKM;HYBRID_SPAR_MRNA_REP2_RPKM;HYBRID_SCER_RIBO_REP1_RPKM;HYBRID_SCER_RIBO_REP2_RPKM;HYBRID_SPAR_RIBO_REP1_RPKM;HYBRID_SPAR_RIBO_REP2_RPKM;PARENTAL_SCER_MRNA_REP1_RPKM;PARENTAL_SCER_MRNA_REP2_RPKM;PARENTAL_SPAR_MRNA_REP1_RPKM;PARENTAL_SPAR_MRNA_REP2_RPKM;PARENTAL_SCER_RIBO_REP1_RPKM;PARENTAL_SCER_RIBO_REP2_RPKM;PARENTAL_SPAR_RIBO_REP1_RPKM;PARENTAL_SPAR_RIBO_REP2_RPKM;AFFECTED_BY_PLOIDY;AFFTECTED_BY_MATING_TYPE;TATA;TIROSH_2008_OPN;CDS_PDIV;PROMOTER_PDIV;FIVE_UTR_PDIV;THREE_UTR_PDIV;FIVE_UTR_50BP_PDIV;KA;KS;OMEGA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_4.780;Spar_4.768;YDR415C;S000002823;NA;944;944;10973;13068;16737,02416;19911,29355;-0,609039754;-0,60751065;10497;15870;12393,19814;16386,67048;-0,239550434;-0,046217756;7902;1953;7032,243285;4211,328023;0,168210286;-1,108187319;8859;7298;9660,702856;8940,084824;-0,124970785;-0,292751064;1;1;1;0,0002;SPAR;NA;NA;NA;REPS_DISAGREE;0,0002;SCER;NA;0,8894;SCER;NA;0,000334064;NA;0,000243994;0,972244381;0;1;0;0;1;0;0;0;71,57073441;83,03832745;109,1666665;126,5219559;92,6442263;34,15767084;82,44657934;73,65480093;106,9307761;114,992976;126,2469558;118,7367363;88,26396371;72,3992776;96,25148734;88,68946053;0;0;0;NA;0,118327402;0,232673267;0,369565217;0,392156863;NA;0,0461266;0,521155;0,0885085;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_4.781;Spar_4.769;YDR416W;S000002824;SYF1;2119;2125;27374;28125;20437,51821;28355,38116;0,425647613;-0,007689783;15415;18838;13754,72637;17364,88943;0,168475407;0,121545337;4228;5298;6011,645235;4575,20773;-0,503604024;0,215646838;5163;4980;4859,160681;6518,333992;0,091564243;-0,384209923;1;1;1;NA;NA;REPS_DISAGREE;NA;NA;REPS_DISAGREE;NA;NA;REPS_DISAGREE;NA;NA;REPS_DISAGREE;NA;NA;NA;NA;0;0;0;0;0;0;0;0;79,54069749;79,61649161;59,2179028;80,04145436;22,08296325;41,2799343;31,31015072;35,54723842;69,95553597;60,80932982;62,24472274;55,8958377;22,9161622;22,00902249;21,50666376;28,72632325;0;0;0;NA;0,134622824;0,27;0,35483871;0,052631579;0,444444444;0,0801873;0,463255;0,173095;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_4.783;Spar_4.771;YDR419W;S000002827;RAD30;1763;1763;12827;14061;20909,62627;25720,32561;-0,704940012;-0,871163198;9219;12460;14083,84897;18117,23342;-0,611305438;-0,540022446;2536;2601;1774,953131;2149,007024;0,514530011;0,275279589;3137;3138;3777,213178;3539,834864;-0,267858753;-0,173784533;1;1;1;0,0002;SPAR;NA;0,0002;SCER;NA;0,0002;SCER;NA;NA;NA;REPS_DISAGREE;0,000334064;0,000685507;0,000243994;NA;0;1;1;0;1;0;0;0;44,79761275;47,84156275;73,02604129;87,51098377;15,92026398;24,35824756;11,14256885;20,12516764;50,2852969;48,34283454;76,82075355;70,29200784;16,73527779;16,66874854;20,15068913;18,80325597;0;0;0;OPN;0,118018967;NA;NA;0,343406593;NA;0,0446936;0,544542;0,0820756;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_4.786;Spar_4.790;YDR421W;S000002829;ARO80;2374;2386;12627;16179;12600,1277;11818,54669;0,010347425;0,460311011;9791;12483;6528,753062;7182,480356;0,591849232;0,804599474;2382;1083;3117,261436;2991,675819;-0,38068883;-1,457797143;3571;3009;3162,615779;2772,481406;0,182431793;0,125339541;1;1;1;0,7648;SCER;NA;0,0002;SPAR;NA;0,0002;SCER;NA;0,0054;SCER;NA;0,795900505;0,000685507;0,000243994;0,012942705;0;0;0;1;1;0;1;0;32,74926479;40,88014448;32,51534059;29,71201132;11,10489279;7,531920756;14,45950869;20,70132178;39,66028694;35,96703497;26,31293659;20,59066575;14,14750496;11,86981202;12,46656235;10,88179578;0;0;0;NA;0,121159218;0,277227723;NA;0,34375;NA;0,0535309;0,476143;0,112426;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_4.787;Spar_4.791;YDR422C;S000002830;SIP1;1928;1946;22878;26935;17135,73727;20624,8924;0,430338199;0,398485744;10177;11440;8829,146819;9029,845566;0,218351424;0,354686835;7143;4835;5776,665644;4095,410664;0,319652022;0,252860551;7935;9011;8109,271229;9494,747921;-0,017931479;-0,062027665;1;1;1;0,0002;SCER;NA;0,1498;SPAR;NA;0,0648;SPAR;NA;0,0002;SPAR;NA;0,000334064;0,221561601;0,068366563;0,000633882;1;0;0;0;0;0;0;1;73,06226218;83,80142659;54,21803318;63,57513215;41,0040683;41,4044909;32,85376484;34,74630321;50,76007568;40,58685277;43,63002067;31,73977678;38,70888134;43,76917172;39,19310849;45,69229491;0;0;0;NA;0,109068627;0,265700483;0,205555556;NA;0,211538462;0,0551078;0,39285;0,140277;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_4.788;Spar_4.792;YDR423C;S000002831;CAD1;1135;1170;17247;30307;14047,19841;14312,66894;0,33986019;1,126121368;15971;26060;14165,26351;20553,76299;0,216901926;0,386235939;3464;3811;1446,183403;2302,219532;1,303423817;0,770712423;5504;5627;4545,459926;4858,93214;0,31981516;0,255502392;1;1;1;0,0002;SCER;NA;NA;NA;REPS_DISAGREE;NA;NA;REPS_DISAGREE;0,2692;SPAR;NA;0,000334064;NA;NA;0,41065957;1;0;0;0;0;0;0;0;93,5620633;160,1727194;73,92437392;73,37923508;33,7781103;55,43717452;13,68006813;32,48739258;135,3149446;157,0525279;116,4255537;120,1633047;45,60928698;46,42836839;36,53950761;38,89173699;0;0;0;NA;0,2176;0,17;NA;0,392857143;NA;0,182406;0,528016;0,345456;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_4.79;Spar_4.84;YDL180W;S000002339;NA;1361;1361;22727;21232;19848,37496;20153,46062;0,195377158;0,07520905;16725;23093;14736,8975;18446,16921;0,182561743;0,324118631;4078;3018;3051,70919;2622,756227;0,418125346;0,202437072;5806;3679;4142,130383;4134,116754;0,487071812;-0,168222298;1;1;1;0,1084;SCER;NA;0,3324;SCER;NA;NA;NA;REPS_DISAGREE;0,3154;SPAR;NA;0,130646408;0,430753973;NA;0,466348847;0;0;0;0;0;0;0;0;102,8172717;93,57810406;89,79468488;88,82391717;33,16213049;36,61163385;24,81622793;31,8166013;118,1727976;116,0616156;104,1255848;92,70740914;40,12265149;25,31477261;28,62439783;28,44637825;0;0;0;NA;0,093122337;0,125;0,164974619;0,264705882;0,04;0,0465203;0,330787;0,140635;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_4.790;Spar_4.794;YDR425W;S000002833;SNX41;1749;1749;11285;12866;9582,008319;13933,53854;0,235983728;-0,114989505;10173;14296;7484,074716;7212,539762;0,442798377;0,986933167;3933;3010;3295,765245;2453,416086;0,254945798;0,294862865;5440;6491;5951,778278;5495,752102;-0,129691331;0,240083583;1;1;1;NA;NA;REPS_DISAGREE;0,801;SCER;NA;0,0002;SCER;NA;0,1426;SPAR;NA;NA;0,856230456;0,000243994;0,241917128;0;0;0;0;1;0;0;0;39,72773842;44,12606488;33,73265575;47,78702891;24,88785482;28,41415114;20,85533687;23,15983085;55,93308209;55,91020843;41,14886125;28,20751269;29,25363305;34,75555018;32,00572385;29,4265734;0;0;0;OPN;0,10335642;NA;NA;NA;NA;0,0348305;0,480476;0,0724916;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_4.791;Spar_4.795;YDR427W;S000002835;RPN9;790;790;53466;63798;68139,27684;68274,2396;-0,349859079;-0,097828661;35946;56243;55429,44262;83286,8845;-0,624807154;-0,566407448;22962;15397;27241,49658;15712,34591;-0,246547787;-0,029247437;21023;16143;25533,53428;35063,04854;-0,280412565;-1,118994502;1;1;1;0,0376;SPAR;NA;0,4988;SCER;NA;0,0002;SPAR;NA;NA;NA;REPS_DISAGREE;0,048358621;0,596266667;0,000243994;NA;0;1;0;0;0;1;0;0;416,7088188;484,4192964;531,0730083;518,4038242;321,6888062;321,7859062;381,6406445;328,3733659;437,5553463;486,9762352;674,7189941;721,1338914;250,2870147;191,3636842;303,9866845;415,6472867;0;0;0;DPN;0,079593565;0,266009852;0,272727273;0,327272727;NA;0,0118686;0,443701;0,0267492;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_4.792;Spar_4.796;YDR428C;S000002836;BNA7;629;629;17070;17025;10456,79678;7368,230652;0,706968631;1,208153621;10495;14746;4993,136297;8524,847545;1,071532525;0,790506332;6199;4842;2689,659091;1775,047546;1,204308604;1,447230799;5342;4643;3871,110003;2587,315681;0,464530079;0,843354388;1;1;1;0,0002;SCER;NA;0,0784;SCER;NA;NA;NA;REPS_DISAGREE;0,0002;SPAR;NA;0,000334064;0,127609085;NA;0,000633882;1;0;0;0;0;0;0;1;167,0955809;162,3595866;102,3603643;70,26693058;109,0747732;127,0960753;47,32573211;46,59221198;160,4505882;160,3577542;76,3365084;92,70482892;79,87740685;69,12742924;57,88360701;38,52131846;0;0;0;NA;0,101910828;0,124378109;0,176470588;0,117977528;NA;0,0554059;0,357935;0,154793;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_4.793;Spar_4.797;YDR429C;S000002837;TIF35;356;356;76257;67458;87526,4538;72995,50485;-0,198846908;-0,113816456;39464;60834;48843,52616;83661,33881;-0,307623144;-0,459676746;61063;31960;87061,45107;31668,62226;-0,511728541;0,013212888;31863;34803;36634,69979;43159,4616;-0,201322788;-0,310457171;1;1;1;0,037;SPAR;NA;NA;NA;REPS_DISAGREE;0,0002;SPAR;NA;0,0118;SCER;NA;0,047639368;NA;0,000243994;0,026557393;0;1;0;0;0;1;1;0;1318,899813;1136,645206;1513,816154;1229,941724;1898,372644;1482,22718;2706,616047;1468,700207;1066,008384;1168,8607;1319,369765;1607,463771;841,7970216;915,5225624;967,8618199;1135,346403;0;0;0;NA;0,05461165;0,124378109;0,117647059;0,051948052;NA;0,0174239;0,213054;0,0817818;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_4.794;Spar_4.798;YDR430C;S000002838;CYM1;2482;2482;46217;44570;60731,34597;68929,28166;-0,394010268;-0,629032581;15568;22438;37809,25792;50882,84482;-1,280101408;-1,181199302;19473;7854;20276,82253;15159,9745;-0,058353494;-0,948679308;14210;14004;35401,23695;35470,91359;-1,316832445;-1,340735177;1;1;1;0,0002;SPAR;NA;NA;NA;REPS_DISAGREE;0,0002;SPAR;NA;0,0002;SCER;NA;0,000334064;NA;0,000243994;0,000633882;0;1;0;0;0;1;1;0;114,652113;107,7165211;150,6589476;166,5867254;86,83292175;52,24528708;90,41674573;100,8441426;60,31711513;61,83704784;146,4892962;140,2284031;53,84718694;52,83876922;134,1489813;133,8360052;0;0;0;NA;0,108117211;NA;NA;0,153846154;NA;0,0341427;0,514364;0,0663785;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_4.796;Spar_4.800;YDR432W;S000002840;NPL3;762;774;113177;119319;131771,707;116869,4278;-0,196915471;0,052468526;50507;69946;54800,64523;59337,26747;-0,095164722;0,259841946;160636;116840;182415,7656;111612,2883;-0,160891531;0,088580379;171715;223730;197714,7027;138812,9894;-0,180860415;0,71115477;1;1;1;NA;NA;REPS_DISAGREE;0,615;SCER;NA;NA;NA;REPS_DISAGREE;NA;NA;REPS_DISAGREE;NA;0,699939846;NA;NA;0;0;0;0;0;0;0;0;914,5033386;939,2822063;1048,250339;905,7292081;2333,142354;2531,597028;2608,387789;2380,811633;637,3912802;627,8765936;680,8543669;524,3882639;2119,453936;2749,613297;2402,529475;1679,544498;0;0;0;NA;0,076433121;NA;NA;NA;NA;0,0143898;0,287984;0,0499674;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_4.797;Spar_4.801;YDR434W;S000002842;GPI17;1070;1067;25666;27104;26926,02855;32880,13379;-0,073190974;-0,28275166;20107;25632;19661,61094;28862,18281;0,028264068;-0,175278682;8827;6088;8564,148857;4623,590627;0,039557689;0,39282903;12361;8208;7644,055143;12209,26078;0,689262737;-0,576866241;1;1;1;0,0086;SPAR;NA;0,0932;SCER;NA;NA;NA;REPS_DISAGREE;NA;NA;REPS_DISAGREE;0,011931777;0,14842963;NA;NA;0;1;0;0;0;0;0;0;147,69184;151,9466301;155,3787713;184,8449426;91,30250153;93,93963452;88,83222434;71,54329521;180,7061845;163,8570372;177,2001947;185,0253076;108,6527063;71,83828208;67,37986106;107,158671;0;0;0;NA;0,092892768;0,230392157;0,09375;0,111111111;0,04;0,0182402;0,481477;0,0378839;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_4.798;Spar_4.802;YDR435C;S000002843;PPM1;987;987;16020;16180;10032,29626;13187,18759;0,675168546;0,295054457;14786;21386;12465,95156;18970,92055;0,246220649;0,172868395;2764;2745;2343,74493;1577,484049;0,237848491;0,798791944;5455;5758;6169,44819;6047,07888;-0,177531639;-0,070658633;1;1;1;0,0002;SCER;NA;NA;NA;REPS_DISAGREE;0,1362;SPAR;NA;0,1886;SPAR;NA;0,000334064;NA;0,141457975;0,305341587;1;0;0;0;0;0;0;0;99,93726224;98,33380088;62,58453015;80,14444902;30,99375629;45,91802459;26,2811244;26,3877164;144,0598855;148,2104381;121,4556711;131,4733212;51,98144182;54,63322982;58,78951644;57,37607679;0;0;0;NA;0,123732252;0,168316832;0,24;0,128571429;NA;0,054057;0,525454;0,102877;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_4.799;Spar_4.803;NA;NA;NA;1766;1763;13024;11067;20959,21745;26671,12908;-0,68882318;-1,271391311;9021;13072;9302,044029;9103,705821;-0,046708437;0,519453073;4288;3158;5205,856853;7823,917691;-0,282224297;-1,311060508;5507;5191;8506,198716;7556,34636;-0,629608463;-0,544042229;1;1;1;0,0002;SPAR;NA;NA;NA;REPS_DISAGREE;0,0002;SCER;NA;0,9978;SPAR;NA;0,000334064;NA;0,000243994;1;0;1;0;0;1;0;0;0;45,40835584;37,59072244;73,19923653;90,74600297;26,87307753;29,52428756;32,68064796;73,26995837;49,12171257;50,63114177;50,73826291;35,32094255;29,32885419;27,5272418;45,37889654;40,1385715;0;0;NA;NA;0,098030019;NA;NA;NA;NA;0,0245771;0,448374;0,0548139;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_4.80;Spar_4.85;YDL179W;S000002338;PCL9;773;773;15018;16567;9913,27742;11047,38354;0,599209224;0,584564151;12775;19820;10750,18347;12334,66255;0,24894074;0,684194546;5372;5268;3336,105089;2652,995537;0,687130719;0,989363235;8435;6185;4630,820676;3951,036228;0,864979696;0,646410661;1;1;1;0,0002;SCER;NA;0,3088;SCER;NA;NA;NA;REPS_DISAGREE;0,0012;SPAR;NA;0,000334064;0,405954419;NA;0,003268756;1;0;0;0;0;0;0;1;119,6230014;128,5599929;78,96262297;85,72714372;76,91478631;112,5185877;47,76513151;56,66449332;158,9245282;175,3842288;133,7352514;109,1475923;102,6304687;74,93118109;56,34419636;47,86674391;0;0;1;OPN;0,126914661;NA;NA;0,222222222;NA;0,0653002;0,456362;0,143089;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_4.800;Spar_4.804;YDR437W;S000002845;GPI19;270;270;1683;4033;1381,61035;2140,796541;0,284497508;0,913389646;1521;2094;1287,042591;1167,163793;0,24078806;0,842707669;580;681;767,4655299;537,2517559;-0,403442385;0,341490619;1293;1202;685,020017;965,4474212;0,91551504;0,315873492;1;0;0;0,0022;SCER;NA;NA;NA;LOW_COV;NA;NA;LOW_COV;NA;NA;LOW_COV;0,003261395;NA;NA;NA;1;0;0;0;0;0;0;0;38,37977643;89,59956876;31,5068956;47,56089802;23,77483749;41,64293661;31,45906882;32,85247274;54,17201199;53,04925563;45,83937322;29,5688493;45,04073614;41,6910729;23,86218549;33,48630517;0;0;NA;DPN;0,099526066;NA;NA;0,218579235;NA;0,0281287;0,473425;0,0594152;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_4.801;Spar_4.805;YDR438W;S000002846;THI74;855;888;6834;6518;7874,087988;9127,911814;-0,149719448;-0,431156966;5455;7535;3793,571029;4785,457437;0,578542101;0,709475941;27;30;30,25488291;380,0073395;-0,104019514;-3,564843412;203;14;183,525612;142,2106137;0,199383334;-3,200468755;1;0;0;0,0004;SPAR;NA;NA;NA;LOW_COV;0,0002;SCER;NA;NA;NA;LOW_COV;0,000643008;NA;0,000243994;NA;0;1;0;0;1;0;0;0;49,21425878;45,72878927;54,59729142;61,65905806;0,349503056;0,579312821;0,377079793;7,065338979;61,35333237;60,28142681;41,081356;36,86182842;2,233061286;0,153343118;1,943812786;1,499758779;0;0;NA;NA;0,119604317;0,35678392;0,269090909;0,130952381;0,471698113;0,0685875;0,364103;0,188374;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_4.802;Spar_4.806;YDR439W;S000002847;LRS4;854;854;9517;13663;8939,306592;12251,27144;0,090334148;0,157330646;7123;11386;7258,019457;9786,483757;-0,027087167;0,218377794;1708;805;2326,600496;794,285898;-0,445691062;0,019306249;1655;1198;3213,832229;2576,055603;-0,957040778;-1,103892007;1;0;0;0,0318;SCER;NA;NA;NA;LOW_COV;NA;NA;REPS_DISAGREE;NA;NA;LOW_COV;0,041338821;NA;NA;NA;1;0;0;0;0;0;0;0;68,61582468;95,96871047;64,45101513;86,05214643;22,13519353;15,56309648;30,15190073;15,35581833;80,20742791;91,19681898;81,7277934;78,38540204;18,22681756;13,13715474;35,39452189;28,2487822;0;0;NA;NA;0,13957935;0,165829146;0,21399177;0,226457399;0,269230769;0,0816844;0,446231;0,183054;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_4.803;Spar_4.808;YDR440W;S000002848;DOT1;1409;1415;14910;18792;16026,87842;15124,5241;-0,098076015;0,319340697;10459;11309;8072,164837;11479,25774;0,379807039;-0,015425661;3262;1910;3222,14503;1289,202619;0,023860323;0,57286057;4425;4822;2029,451826;2375,4594;1,130333094;1,027247497;1;1;1;NA;NA;REPS_DISAGREE;0,1034;SCER;NA;NA;NA;REPS_DISAGREE;0,441;SCER;NA;NA;0,162701929;NA;0,603073096;0;0;0;0;0;0;0;0;65,15514853;80,00248411;69,73909428;64,11559758;25,62278257;22,38104571;25,20225453;15,04245508;71,38199571;54,90091621;54,85839509;55,49115295;29,53745011;32,04930241;13,48941221;15,72148408;0;0;0;NA;0,128278221;0,196078431;0,253333333;0,085365854;0,24;0,0694962;0,455427;0,152596;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_4.804;Spar_4.809;YDR441C;S000002849;APT2;457;457;25930;20099;7636,050311;6667,534149;1,76359041;1,591753928;8137;12637;5394,146202;6114,942023;0,593012225;1,047121535;17535;8230;4348,635171;2101,632103;2,011353399;1,968871273;7528;6286;2652,585299;3257,498837;1,504515334;0,948164283;1;1;1;0,0002;SCER;NA;0,0566;SCER;NA;0,0002;SPAR;NA;0,0002;SPAR;NA;0,000334064;0,096094042;0,000243994;0,000633882;1;0;0;0;0;1;0;1;349,3561601;263,8151377;102,8812853;87,51600101;424,6615082;297,3319884;105,314343;75,92669185;171,2212376;189,1446957;113,5052708;91,52558742;154,9295037;128,8132521;54,59135545;66,75294603;0;0;0;OPN;0,121100917;0,118226601;0,212669683;0,21;0,215686275;0,049693;0,494429;0,100506;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_4.805;Spar_4.810;YDR443C;S000002851;SSN2;3317;3342;16836;15656;20958,22563;23636,10089;-0,305117591;-0,583412569;6944;8071;7033,696421;8840,041888;-0,00768075;-0,120457501;3365;1318;5265,358123;4854,417366;-0,634937733;-1,869318028;4276;4098;7949,219823;8880,448115;-0,883562823;-1,104690215;1;1;1;0,0002;SPAR;NA;0,0002;SPAR;NA;0,0002;SCER;NA;0,0002;SCER;NA;0,000334064;0,000685507;0,000243994;0,000633882;0;1;0;1;1;0;1;0;31,25183584;28,31240765;38,61285073;42,42362796;11,22775493;6,560364032;17,4370181;23,98195874;20,13138973;16,64363784;20,23889002;18,09315312;12,12447505;11,56987989;22,37117425;24,88460799;0;0;0;NA;0,098241501;NA;NA;NA;NA;0,0238529;0,495438;0,048145;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_4.806;Spar_4.811;YDR444W;S000002852;NA;1651;1651;17179;21294;24455,39583;28405,00556;-0,509481771;-0,415681245;15320;21267;13799,7642;19229,43145;0,150762308;0,145293241;2852;2304;5220,984295;2715,490113;-0,872118372;-0,236977046;3779;2956;3602,223641;4051,959889;0,069098036;-0,454841654;1;1;1;0,0002;SPAR;NA;NA;NA;REPS_DISAGREE;0,0002;SCER;NA;NA;NA;REPS_DISAGREE;0,000334064;NA;0,000243994;NA;0;1;0;0;1;0;0;0;64,06677975;77,36626626;91,2034829;103,2015503;19,11858629;23,04057969;34,99903439;27,15533325;89,23211935;88,11006854;80,3774286;79,66833698;21,52784401;16,76716834;20,52080144;22,98372583;0;0;0;DPN;0,106156083;NA;NA;NA;NA;0,0429652;0,436249;0,0984877;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_4.81;Spar_4.86;YDL178W;S000002337;DLD2;1071;1071;36730;38937;28329,45902;28002,05545;0,374644197;0,475594534;21477;30628;18343,38831;28352,89059;0,227520859;0,111351557;16090;10493;16385,03609;9008,290698;-0,02621291;0,220079263;13800;9755;12328,22629;15212,7823;0,162690539;-0,641017203;1;1;1;0,0002;SCER;NA;0,0288;SPAR;NA;0,0002;SPAR;NA;0,1804;SPAR;NA;0,000334064;0,052923077;0,000243994;0,294365597;1;0;0;0;0;1;0;0;211,1609204;218,0793168;162,8668177;156,8335079;166,2722987;161,7589064;169,320164;138,8695109;192,8384634;195,6120249;164,7022776;181,0815705;121,1881999;85,29825979;108,2634458;133,0214102;0;0;0;NA;0,086683417;0,169154229;0,142857143;0,148648649;NA;0,0192773;0,421303;0,0457564;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_4.814;Spar_4.815;YDR446W;S000002854;ECM11;793;790;243;162;669,4809663;481,356663;-1,463783442;-1,570696543;107;112;266,762529;643,2712886;-1,315390982;-2,516813744;256;30;110,9345707;211,6751759;1,193644469;-2,783779739;28;120;0;24,60535544;4,852512782;2,235021344;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;1,886753547;1,225415273;5,217890287;3,654923678;3,572893785;0,624605879;1,554141526;4,423813628;1,297538062;0,96607583;3,247186634;5,569721216;0,33208982;1,417132398;0;0,291678837;0;0;NA;NA;0,11784141;0,676806084;NA;0,082089552;NA;0,0696994;0,365903;0,190486;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_4.816;Spar_4.817;YDR448W;S000002856;ADA2;1079;1079;13962;19690;12378,95102;15405,39819;0,173603336;0,354006761;11515;13083;5889,562328;7846,363809;0,967162425;0,737523673;3744;3497;4256,862026;2247,788772;-0,185163482;0,637382133;7389;8606;3344,007373;4190,417144;1,143564974;1,038072358;1;1;1;0,0002;SCER;NA;NA;NA;REPS_DISAGREE;0,0002;SCER;NA;0,9934;SPAR;NA;0,000334064;NA;0,000243994;1;1;0;0;0;1;0;0;0;79,67246935;109,4625933;70,63926962;85,64261107;38,40322733;53,50965954;43,66353349;34,39442371;102,6247267;82,93775547;52,48933776;49,74087006;64,40727738;74,69340627;29,14851948;36,36957125;0;0;0;NA;0,097392638;0,284313725;0,275862069;0,241610738;0,288461538;0,0166304;0,584809;0,0284374;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_4.817;Spar_4.818;YDR449C;S000002857;UTP6;979;979;37146;39144;44392,0431;53031,60944;-0,257087904;-0,438051694;18262;25799;33474,36682;50810,70224;-0,874176093;-0,977789731;8408;8039;10343,13597;5009,645829;-0,298806994;0,682198935;6739;5581;10373,46512;14412,89973;-0,62221646;-1,368606685;1;1;1;0,0002;SPAR;NA;NA;NA;REPS_DISAGREE;0,0002;SPAR;NA;NA;NA;REPS_DISAGREE;0,000334064;NA;0,000243994;NA;0;1;0;0;0;1;0;0;233,6207702;239,8413017;279,1941035;324,9305396;95,05245515;135,5742895;116,9284765;84,48474851;179,3804721;180,2546853;328,8055921;355,0086105;64,74160829;53,38653063;99,6579337;137,8704019;0;0;0;NA;0,095310136;0,247524752;0,244897959;0,110091743;NA;0,0281508;0,518305;0,0543131;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
